,type,time,a,e,i,aT,eT,iT,x,y,z,vx,vy,vz,latitude,longitude,altitude,q_dot
0,orbit,376200,6871.72243919422,0.000616102726753032,51.60000000000001,6943.1,0.001,51.6,-3860.984871618379,2031.116631538032,5308.000538142322,-2.3915663062608186,-7.1616238177830445,1.0067281249635123,50.75803966159828,-75.20541491579459,505421.456559781,-69885209.18886799
0,orbit,376380,6871.792322371426,0.0006174957438499166,51.60000000000001,6943.1,0.001,51.6,-4212.01420308827,710.2629447212554,5382.700762613018,-1.4958787953890398,-7.465826987825694,-0.17940348442594764,51.739461333794296,-56.277837541575934,506616.2022229703,-69749902.90127777
0,orbit,376560,6871.8621839266,0.0006170229171261459,51.600000000000016,6943.1,0.001,51.6,-4395.954178004105,-638.7770581414964,5243.868024891264,-0.5411829543056392,-7.473803358984654,-1.3579920305611448,49.907525780081535,-37.686371965648114,506789.34696500096,-69615205.38876799
0,orbit,376740,6871.932035022492,0.0006146990392608946,51.600000000000016,6943.1,0.001,51.6,-4405.570391483225,-1962.4959641524902,4897.084388606806,0.43462949159720116,-7.185450617903612,-2.4823175735550413,45.61546310529638,-21.191156514621373,506015.42251208425,-69481091.54713519
0,orbit,376920,6872.001892386708,0.0006105950024363544,51.600000000000016,6943.1,0.001,51.6,-4240.542351852546,-3208.4279715027997,4356.169410602534,1.3928836201616794,-6.612400805915093,-3.5078742481454497,39.49951924775371,-7.33862337086959,504513.96652916726,-69347512.56384715
0,orbit,377100,6872.071734855639,0.00060484096206016,51.60000000000001,6943.1,0.001,51.6,-3907.4667231274925,-4327.223710051244,3642.6220083485723,2.295650434760287,-5.777529626002129,-4.394121587604833,32.15629215833547,4.220073301020788,502612.2806868274,-69214478.80140144
0,orbit,377280,6872.141573890067,0.0005976205275389888,51.600000000000016,6943.1,0.001,51.6,-3419.5877755065953,-5274.596794121133,2784.760929818774,3.107238960641926,-4.7140273848907555,-5.106071456724191,24.02590718862396,14.098192029422064,500691.56863636244,-69081925.32439059
0,orbit,377460,6872.211400940491,0.0005891732582036781,51.600000000000016,6943.1,0.001,51.6,-2796.2669158039944,-6013.0665837789775,1816.598916586875,3.7955940386702043,-3.46407156981366,-5.615650851512725,15.410787732866485,22.866172129155313,499124.5585539192,-68949812.64603008
0,orbit,377640,6872.28121052541,0.0005797895939971252,51.60000000000003,6943.1,0.001,51.6,-2062.2130952410325,-6513.430135189009,776.4955775669188,4.333547161408287,-2.077155381704759,-5.902790398552376,6.524243940367695,30.989872544335068,498214.33304788824,-68818083.47260422
0,orbit,377820,6872.351013462292,0.0005698039058721455,51.600000000000044,6943.1,0.001,51.6,-1246.5048316101102,-6755.907192190377,-294.35793874585295,4.6998738957061175,-0.6081381465352709,-5.9561991686934,-2.468776450263455,38.85635725565976,498144.28185310215,-68686639.00984958
